product_id,product_name,main_category,discounted_price,actual_price,discount_percentage,rating,rating_count,estimated_revenue,price_tier,discount_range,rating_category,value_score,savings_amount
B07NRTCDS5,Brayden Fito Atom Rechargeable Smoothie Blender with 2000 mAh Battery and 3.7V Motor with 400ml Tritan Jar (Blue),Home&Kitchen,14.39,17.99,20.0,3.8,2206.0,31744.34,Economy,0-25%,Average,0.2641,3.6
B07NTKGW45,"SaleOn Portable Storage Organizer Bag for Earphone USB Cable Power Bank Mobile Charger Digital Gadget Hard Disk, Water Resistance Material - Dark Grey",Computers&Accessories,4.76,10.79,56.0,4.0,3025.0,14399.0,Budget,40-60%,High-Rated,0.8403,6.03
B07P1BR7L8,"Philips HD6975/00 25 Litre Digital Oven Toaster Grill, Grey, 25 liter",Home&Kitchen,103.19,107.94,4.0,4.4,9734.0,1004451.46,Mid-Range,0-25%,High-Rated,0.0426,4.75
B07P434WJY,"RC PRINT GI 790 Ink Refill for Canon G1000, G1010, G1100, G2000, G2002, G2010, G2012, G2100, G3000, G3010, G3012, G3100, G4000, G4010",Computers&Accessories,6.59,23.99,73.0,4.3,1367.0,9008.53,Budget,60%+,High-Rated,0.6525,17.4
B07P681N66,"TP-Link AC600 600 Mbps WiFi Wireless Network USB Adapter for Desktop PC with 2.4GHz/5GHz High Gain Dual Band 5dBi Antenna Wi-Fi, Supports Windows 11/10/8.1/8/7/XP, Mac OS 10.15 and earlier (Archer T2U Plus)",Computers&Accessories,14.39,26.39,45.0,4.4,24780.0,356584.2,Economy,40-60%,High-Rated,0.3058,12.0
B07PFJ5VQD,Agaro Blaze USBA to micro +Type C 2in1 Braided 1.2M Cable,Computers&Accessories,1.91,7.14,73.0,4.3,14184.0,27091.44,Budget,60%+,High-Rated,2.2513,5.23
B07PFJ5W31,AGARO Blaze USB 3.0 to USB Type C OTG Adapter,Electronics,1.67,5.94,72.0,4.3,14185.0,23688.95,Budget,60%+,High-Rated,2.5749,4.27
B07PLHTTB4,Zodo 8. 5 inch LCD E-Writer Electronic Writing Pad/Tablet Drawing Board (Paperless Memo Digital Tablet),Computers&Accessories,1.2,5.99,80.0,3.5,9638.0,11565.6,Budget,60%+,Average,2.9167,4.79
B07PR1CL3S,"boAt Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, 40MM Drivers, Padded Ear Cushions, Integrated Controls and Dual Modes(Luscious Black)",Electronics,14.64,47.88,69.0,4.1,107151.0,1568690.64,Economy,60%+,High-Rated,0.2801,33.24
B07Q4NJQC5,Ionix Jewellery Scale | Weight Scale | Digital Weight Machine | weight machine for gold | Electronic weighing machines for Jewellery 0.01G to 200G Small Weight Machine for Shop - Silver,Home&Kitchen,3.54,7.19,51.0,4.0,1644.0,5819.76,Budget,40-60%,High-Rated,1.1299,3.65
B07Q4QV1DL,"ELV Aluminum Adjustable Mobile Phone Foldable Tabletop Stand Dock Mount for All Smartphones, Tabs, Kindle, iPad (Black)",Electronics,3.23,17.99,82.0,4.5,28978.0,93598.94,Budget,60%+,Excellent,1.3932,14.76
B07Q7561HD,Eveready 1015 Carbon Zinc AA Battery - 10 Pieces,Electronics,1.79,2.16,17.0,4.4,644.0,1152.76,Budget,0-25%,High-Rated,2.4581,0.37
B07QCWY5XV,"Mobilife Bluetooth Extendable Selfie Stick with Tripod Stand and Wireless Remote,3-in-1 Multifunctional Selfie Stick Tripod for iPhone Samsung Mi Realme Oppo Vivo Google More,Black",Electronics,7.19,16.79,57.0,4.1,14560.0,104686.4,Budget,40-60%,High-Rated,0.5702,9.6
B07QDSN9V6,INALSA Electric Kettle 1.5 Litre with Stainless Steel Body - Absa|Auto Shut Off & Boil Dry Protection Safety Features| Cordless Base & Cord Winder|Hot Water Kettle |Water Heater Jug,Home&Kitchen,8.39,19.14,56.0,4.1,8090.0,67875.1,Budget,40-60%,High-Rated,0.4887,10.75
B07QHHCB27,KENT 16044 Hand Blender Stainless Steel 400 W | Variable Speed Control | Easy to Clean and Store | Low Noise Operation,Home&Kitchen,17.99,25.2,29.0,4.1,6355.0,114326.45,Economy,25-40%,High-Rated,0.2279,7.21
B07QMRHWJD,"SWAPKART Portable Flexible Adjustable Eye Protection USB LED Desk Light Table Lamp for Reading, Working on PC, Laptop, Power Bank, Bedroom ( Multicolour )",Computers&Accessories,3.58,11.99,70.0,4.3,1552.0,5556.16,Budget,60%+,High-Rated,1.2011,8.41
B07QZ3CZ48,"boAt BassHeads 122 Wired Earphones with Heavy Bass, Integrated Controls and Mic (Gun Metal)",Electronics,4.79,15.48,69.0,4.2,206.0,986.74,Budget,60%+,High-Rated,0.8768,10.69
B07R679HTT,AGARO Imperial 240-Watt Slow Juicer with Cold Press Technology,Home&Kitchen,151.31,287.99,47.0,4.4,2288.0,346197.28,Premium,40-60%,High-Rated,0.0291,136.68
B07R99NBVB,"Gizga Essentials Cable Organiser, Cord Management System for PC, TV, Home Theater, Speaker & Cables, Reusable Cable Organizer for Desk, WFH Accessories, Organizer Tape Roll, Reusable Cable Ties Strap",HomeImprovement,2.99,7.19,58.0,4.5,5985.0,17895.15,Budget,40-60%,Excellent,1.505,4.2
B07RCGTZ4M,"AGARO Ace 1600 Watts, 21.5 kPa Suction Power, 21 litres Wet & Dry Stainless Steel Vacuum Cleaner with Blower Function and Washable Dust Bag",Home&Kitchen,74.83,119.99,38.0,4.1,3552.0,265796.16,Mid-Range,25-40%,High-Rated,0.0548,45.16
B07RD611Z8,"Ambrane 20000mAh Power Bank with 20W Fast Charging, Triple Output, Power Delivery, Type C Input, Made in India, Multi-Layer Protection, Li-Polymer + Type C Cable (Stylo-20k, Black)",Electronics,21.59,29.99,28.0,4.1,18678.0,403258.02,Economy,25-40%,High-Rated,0.1899,8.4
B07RX14W1Q,"Amazon Basics 10.2 Gbps High-Speed 4K HDMI Cable with Braided Cord, 1.8 Meter, Dark Grey",Electronics,5.99,10.8,45.0,4.4,2165.0,12968.35,Budget,40-60%,High-Rated,0.7346,4.81
B07RX42D3D,Tosaa T2STSR Sandwich Gas Toaster Regular (Black),Home&Kitchen,3.12,4.2,26.0,3.9,13127.0,40956.24,Budget,25-40%,Average,1.25,1.08
B07RY2X9MP,"AmazonBasics 10.2 Gbps High-Speed 4K HDMI Cable with Braided Cord (10-Foot, Dark Grey)",Electronics,7.31,18.0,59.0,4.5,1029.0,7521.99,Budget,40-60%,Excellent,0.6156,10.69
B07RZZ1QSW,SLOVIC Tripod Mount Adapter| Tripod Mobile Holder|Tripod Phone Mount(Made in India)| Smartphone Clip Clipper 360 Degree for Taking Magic Video Shots & Pictures.,Electronics,3.91,9.59,59.0,4.4,10773.0,42122.43,Budget,40-60%,High-Rated,1.1253,5.68
B07S7DCJKS,"IT2M Designer Mouse Pad for Laptop/Computer (9.2 X 7.6 Inches, 12788)",Computers&Accessories,2.39,5.99,60.0,4.3,9998.0,23895.22,Budget,60%+,High-Rated,1.7992,3.6
B07S851WX5,"Prestige Sandwich Maker PGMFD 01, Black",Home&Kitchen,15.59,15.59,0.0,4.2,40106.0,625252.54,Economy,0-25%,High-Rated,0.2694,0.0
B07S9M8YTY,"Usha Aurora 1000 W Dry Iron with Innovative Tail Light Indicator, Weilburger Soleplate (White & Grey)",Home&Kitchen,8.6,16.68,48.0,4.0,4867.0,41856.2,Budget,40-60%,High-Rated,0.4651,8.08
B07S9S86BF,boAt Bassheads 242 in Ear Wired Earphones with Mic(Active Black),Electronics,7.19,17.88,60.0,4.1,161679.0,1162472.01,Budget,60%+,High-Rated,0.5702,10.69
B07SBGFDX9,"Pentonic Multicolor Ball Point Pen, Pack of 10",OfficeProducts,1.44,1.44,0.0,4.1,4308.0,6203.52,Budget,0-25%,High-Rated,2.8472,0.0
B07SLMR1K6,"SanDisk Ultra Flair 64GB USB 3.0 Pen Drive, Multicolor",Computers&Accessories,6.23,16.2,62.0,4.3,30058.0,187261.34,Budget,60%+,High-Rated,0.6902,9.97
B07SLNG3LW,"Inalsa Vacuum Cleaner Wet and Dry Micro WD10 with 3in1 Multifunction Wet/Dry/Blowing| 14KPA Suction and Impact Resistant Polymer Tank,(Yellow/Black)",Home&Kitchen,46.31,123.54,63.0,3.9,8095.0,374879.45,Economy,60%+,Average,0.0842,77.23
B07SPVMSC6,Bajaj Frore 1200 mm Ceiling Fan (Brown),Home&Kitchen,16.79,31.92,47.0,4.1,9349.0,156969.71,Economy,40-60%,High-Rated,0.2442,15.13
B07SRM58TP,"AGARO Regal 800 Watts Handheld Vacuum Cleaner, Lightweight & Durable Body, Small/Mini Size ( Black)",Home&Kitchen,19.98,25.19,21.0,4.0,14368.0,287072.64,Economy,0-25%,High-Rated,0.2002,5.21
B07SY4C3TD,HP GT 53 XL Cartridge Ink,Computers&Accessories,7.15,8.68,18.0,4.4,3219.0,23015.85,Budget,0-25%,High-Rated,0.6154,1.53
B07SYYVP69,"iBELL SEK170BM Premium Electric Kettle, 1.7 Litre, Stainless Steel with Coating,1500W Auto Cut-Off, Silver with Black",Home&Kitchen,9.71,23.4,59.0,3.9,710.0,6894.1,Budget,40-60%,Average,0.4017,13.69
B07T4D9FNY,"iBELL SEK15L Premium 1.5 Litre Stainless Steel Electric Kettle,1500W Auto Cut-Off Feature,Silver with Black",Home&Kitchen,7.97,17.88,55.0,4.0,2198.0,17518.06,Budget,40-60%,High-Rated,0.5019,9.91
B07T5DKR5D,"ZEBRONICS Zeb-Bro in Ear Wired Earphones with Mic, 3.5mm Audio Jack, 10mm Drivers, Phone/Tablet Compatible(Black)",Electronics,1.79,4.79,63.0,3.5,21764.0,38957.56,Budget,60%+,Average,1.9553,3.0
B07T9FV9YP,Redgear Cloak Wired RGB Wired Over Ear Gaming Headphones with Mic for PC,Computers&Accessories,8.99,21.59,58.0,4.0,13199.0,118659.01,Budget,40-60%,High-Rated,0.4449,12.6
B07TC9F7PN,Racold Eterno Pro 25L Vertical 5 Star Storage Water Heater (Geyser) with free Standard Installation and free Installation Pipes,Home&Kitchen,104.39,202.79,49.0,4.2,3195.0,333526.05,Mid-Range,40-60%,High-Rated,0.0402,98.4
B07TCN5VR9,Boult Audio BassBuds X1 in-Ear Wired Earphones with 10mm Extra Bass Driver and HD Sound with mic(Black),Electronics,3.95,11.99,67.0,3.9,77027.0,304256.65,Budget,60%+,Average,0.9873,8.04
B07TMCXRFV,"ESR Screen Protector Compatible with iPad Pro 11 Inch (2022/2021/2020/2018) and iPad Air 5/4 (2022/2020, 10.9 Inch), Tempered-Glass Film with Alignment Frame, Scratch Resistant, HD Clarity, 2 Pack",Computers&Accessories,14.81,19.19,23.0,4.5,16680.0,247030.8,Economy,0-25%,Excellent,0.3039,4.38
B07TR5HSR9,MemeHo Smart Standard Multi-Purpose Laptop Table with Dock Stand/Study Table/Bed Table/Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs/Engineered Wood with Cup Holder (Black),Computers&Accessories,7.87,17.99,56.0,4.3,25903.0,203856.61,Budget,40-60%,High-Rated,0.5464,10.12
B07TTSS5MP,Lifelong LLMG74 750 Watt Mixer Grinder with 3 Jars (White and Grey),Home&Kitchen,21.59,39.59,45.0,3.8,1846.0,39855.14,Economy,40-60%,Average,0.176,18.0
B07TXCY3YK,"Butterfly Hero Mixer Grinder, 500W, 3 Jars (Grey)",Home&Kitchen,26.85,46.79,43.0,3.9,11004.0,295457.4,Economy,40-60%,Average,0.1453,19.94
B07V5YF4ND,LOHAYA LCD/LED Remote Compatible for Sony Bravia Smart LCD LED UHD OLED QLED 4K Ultra HD TV Remote Control with YouTube & Netflix Function [ Compatible for Sony Tv Remote Control ],Electronics,3.59,14.39,75.0,3.5,466.0,1672.94,Budget,60%+,Average,0.9749,10.8
B07V82W5CN,"HP USB Wireless Spill Resistance Keyboard and Mouse Set with 10m Working Range 2.4G Wireless Technology / 3 Years Warranty (4SC12PA), Black",Computers&Accessories,16.19,26.38,39.0,4.0,7113.0,115159.47,Economy,25-40%,High-Rated,0.2471,10.19
B07VJ9ZTXS,Aine HDMI Male to VGA Female Video Converter Adapter Cable (Black),Electronics,3.59,7.19,50.0,4.0,171.0,613.89,Budget,40-60%,High-Rated,1.1142,3.6
B07VNFP3C2,"Prestige 1.5 Litre Kettle 1500-watts, Red",Home&Kitchen,8.99,14.94,40.0,3.9,31783.0,285729.17,Budget,40-60%,Average,0.4338,5.95
B07VQGVL68,Glun Multipurpose Portable Electronic Digital Weighing Scale Weight Machine (10 Kg - with Back Light),Home&Kitchen,3.52,5.99,41.0,3.9,44994.0,158378.88,Budget,40-60%,Average,1.108,2.47
B07VSG5SXZ,"ZEBRONICS HAA2021 HDMI version 2.1 cable with 8K @ 60Hz, 4K @ 120Hz, eARC & CEC support, 3D compatible, 2 meters length, 48Gbps max and Gold-plated connectors",Electronics,7.64,17.99,58.0,4.1,24.0,183.36,Budget,40-60%,High-Rated,0.5367,10.35
B07VTFN6HM,"Western Digital WD 2TB My Passport Portable Hard Disk Drive, USB 3.0 with Automatic Backup, 256 Bit AES Hardware Encryption,Password Protection,Compatible with Windows and Mac, External HDD-Black",Computers&Accessories,67.19,88.2,24.0,4.4,73005.0,4905205.95,Mid-Range,0-25%,High-Rated,0.0655,21.01
B07VV37FT4,Classmate Octane Neon- 25 Blue Gel Pens | Smooth Writing Pens| Water-proof Ink For Smudge-free Writing| Preferred By Students For Exam & Class Notes| Study At Home Essential,OfficeProducts,3.0,3.0,0.0,4.2,2628.0,7884.0,Budget,0-25%,High-Rated,1.4,0.0
B07VVXJ2P5,SVM Products Unbreakable Set Top Box Stand with Dual Remote Holder (Black),Electronics,1.15,4.79,76.0,3.6,1796.0,2065.4,Budget,60%+,Average,3.1304,3.64
B07VX71FZP,"Amazon Brand - Solimo 2000/1000 Watts Room Heater with Adjustable Thermostat (ISI certified, White colour, Ideal for small to medium room/area)",Home&Kitchen,14.39,24.0,40.0,4.0,18543.0,266833.77,Economy,40-60%,High-Rated,0.278,9.61
B07VZH6ZBB,Crompton Solarium Qube 15-L 5 Star Rated Storage Water Heater (Geyser) with Free Installation and Connection Pipes (White and Black),Home&Kitchen,93.59,150.0,38.0,4.0,5160.0,482924.4,Mid-Range,25-40%,High-Rated,0.0427,56.41
B07VZYMQNZ,"Borosil Rio 1.5 L Electric Kettle, Stainless Steel Inner Body, Boil Water For Tea, Coffee, Soup, Silver",Home&Kitchen,14.16,17.28,18.0,4.2,1527.0,21622.32,Economy,0-25%,High-Rated,0.2966,3.12
B07W14CHV8,"CARECASE Optical Bay 2nd Hard Drive Caddy, 9.5 mm CD/DVD Drive Slot for SSD and HDD",Computers&Accessories,2.39,9.59,75.0,4.1,7333.0,17525.87,Budget,60%+,High-Rated,1.7155,7.2
B07W4HTS8Q,ACTIVA Instant 3 LTR 3 KVA SPECIAL Anti Rust Coated Tank Geyser with Full ABS Body with 5 Year Warranty Premium (White),Home&Kitchen,22.79,45.48,50.0,3.8,3842.0,87559.18,Economy,40-60%,Average,0.1667,22.69
B07W6VWZ8C,"Infinity (JBL Fuze Pint, Wireless Ultra Portable Mini Speaker with Mic, Deep Bass, Dual Equalizer, Bluetooth 5.0 with Voice Assistant Support for Mobiles (Black)",Electronics,10.79,23.99,55.0,4.1,30469.0,328760.51,Economy,40-60%,High-Rated,0.38,13.2
B07W7Z6DVL,"Infinity (JBL Fuze 100, Wireless Portable Bluetooth Speaker with Mic, Deep Bass, Dual Equalizer, IPX7 Waterproof, Rugged Fabric Design (Black)",Electronics,17.99,35.99,50.0,4.1,25262.0,454463.38,Economy,40-60%,High-Rated,0.2279,18.0
B07W9KYT62,"TP-Link AC1200 Archer A6 Smart WiFi, 5GHz Gigabit Dual Band MU-MIMO Wireless Internet Router, Long Range Coverage by 4 Antennas, Qualcomm Chipset",Computers&Accessories,29.99,47.99,38.0,4.4,12679.0,380243.21,Economy,25-40%,High-Rated,0.1467,18.0
B07WDK3ZS2,"iQOO Z6 Pro 5G by vivo (Legion Sky, 8GB RAM, 128GB Storage) | Snapdragon 778G 5G | 66W FlashCharge | 1300 nits Peak Brightness | HDR10+",Electronics,251.99,359.88,30.0,4.3,9499.0,2393653.01,Premium,25-40%,High-Rated,0.0171,107.89
B07WDK3ZS6,"iQOO Z6 Lite 5G by vivo (Mystic Night, 6GB RAM, 128GB Storage) | World's First Snapdragon 4 Gen 1 | 120Hz Refresh Rate | 5000mAh Battery | Travel Adapter to be Purchased Separately",Electronics,185.99,227.99,18.0,4.1,19252.0,3580679.48,Premium,0-25%,High-Rated,0.022,42.0
B07WDKLDRX,"iQOO Neo 6 5G (Dark Nova, 8GB RAM, 128GB Storage) | Snapdragon 870 5G | 80W FlashCharge",Electronics,347.99,419.99,17.0,4.4,20311.0,7068024.89,Premium,0-25%,High-Rated,0.0126,72.0
B07WDKLRM4,"iQOO Z6 44W by vivo (Lumina Blue, 4GB RAM, 128GB Storage) | 6.44"" FHD+ AMOLED Display | 50% Charge in just 27 mins | in-Display Fingerprint Scanning",Electronics,167.99,239.99,30.0,4.1,19252.0,3234143.48,Premium,25-40%,High-Rated,0.0244,72.0
B07WFPMGQQ,"iQOO Z6 Pro 5G by vivo (Legion Sky, 6GB RAM, 128GB Storage) | Snapdragon 778G 5G | 66W FlashCharge | 1300 nits Peak Brightness | HDR10+",Electronics,239.99,335.88,29.0,4.3,9499.0,2279665.01,Premium,25-40%,High-Rated,0.0179,95.89
B07WG8PDCW,"pTron Bullet Pro 36W PD Quick Charger, 3 Port Fast Car Charger Adapter - Compatible with All Smartphones & Tablets (Black)",Electronics,4.19,15.59,73.0,4.0,14282.0,59841.58,Budget,60%+,High-Rated,0.9547,11.4
B07WGMMQGP,"iQOO vivo Z6 5G (Chromatic Blue, 6GB RAM, 128GB Storage) | Snapdragon 695-6nm Processor | 120Hz FHD+ Display | 5000mAh Battery",Electronics,197.99,251.99,21.0,4.0,21350.0,4227086.5,Premium,0-25%,High-Rated,0.0202,54.0
B07WGPBXY9,"Pigeon by Stovekraft Quartz Electric Kettle (14299) 1.7 Litre with Stainless Steel Body, used for boiling Water, making tea and coffee, instant noodles, soup etc. 1500 Watt (Silver)",Home&Kitchen,10.79,14.99,28.0,3.9,17424.0,188004.96,Economy,25-40%,Average,0.3615,4.2
B07WGPKMP5,"iQOO Z6 44W by vivo (Raven Black, 6GB RAM, 128GB Storage) | 6.44"" FHD+ AMOLED Display | 50% Charge in just 27 mins | in-Display Fingerprint Scanning",Electronics,185.99,251.99,26.0,4.1,19253.0,3580865.47,Premium,25-40%,High-Rated,0.022,66.0
B07WGPKTS4,"iQOO Z6 44W by vivo (Raven Black, 4GB RAM, 128GB Storage) | 6.44"" FHD+ AMOLED Display | 50% Charge in just 27 mins | in-Display Fingerprint Scanning",Electronics,167.99,239.99,30.0,4.1,19252.0,3234143.48,Premium,25-40%,High-Rated,0.0244,72.0
B07WHQBZLS,"iQOO vivo Z6 5G (Chromatic Blue, 8GB RAM, 128GB Storage) | Snapdragon 695-6nm Processor | 120Hz FHD+ Display | 5000mAh Battery",Electronics,215.99,263.88,18.0,4.0,21350.0,4611386.5,Premium,0-25%,High-Rated,0.0185,47.89
B07WHQWXL7,"iQOO Z6 44W by vivo (Lumina Blue, 6GB RAM, 128GB Storage) | 6.44"" FHD+ AMOLED Display | 50% Charge in just 27 mins | in-Display Fingerprint Scanning",Electronics,185.99,251.99,26.0,4.1,19252.0,3580679.48,Premium,25-40%,High-Rated,0.022,66.0
B07WHS7MZ1,"iQOO 9 SE 5G (Sunset Sierra, 8GB RAM, 128GB Storage) | Qualcomm Snapdragon 888 | 66W Flash Charge",Electronics,359.88,479.88,25.0,4.3,8399.0,3022632.12,Premium,25-40%,High-Rated,0.012,120.0
B07WHSJXLF,"iQOO Z6 Pro 5G by vivo (Phantom Dusk, 8GB RAM, 128GB Storage) | Snapdragon 778G 5G | 66W FlashCharge | 1300 nits Peak Brightness | HDR10+",Electronics,251.99,359.88,30.0,4.3,9499.0,2393653.01,Premium,25-40%,High-Rated,0.0171,107.89
B07WJV6P1R,"iQOO Z6 Lite 5G by vivo (Stellar Green, 6GB RAM, 128GB Storage) | World's First Snapdragon 4 Gen 1 | 120Hz Refresh Rate | 5000mAh Battery | Travel Adapter to be Purchased Separately",Electronics,185.99,227.99,18.0,4.1,19252.0,3580679.48,Premium,0-25%,High-Rated,0.022,42.0
B07WJWRNVK,"iQOO vivo Z6 5G (Dynamo Black, 6GB RAM, 128GB Storage) | Snapdragon 695-6nm Processor | 120Hz FHD+ Display | 5000mAh Battery",Electronics,197.99,251.88,21.0,4.0,21350.0,4227086.5,Premium,0-25%,High-Rated,0.0202,53.89
B07WJXCTG9,"Pigeon by Stovekraft Amaze Plus Electric Kettle (14313) with Stainless Steel Body, 1.8 litre, used for boiling Water, making tea and coffee, instant noodles, soup etc. 1500 Watt (Silver)",Home&Kitchen,8.39,16.14,48.0,3.9,8446.0,70861.94,Budget,40-60%,Average,0.4648,7.75
B07WKB69RS,"Lifelong LLWH106 Flash 3 Litres Instant Water Heater for Home Use, 8 Bar Pressure,Power On/Off Indicator and Advanced Safety, (3000W, ISI Certified, 2 Years Warranty)",Home&Kitchen,25.06,66.6,62.0,4.0,5292.0,132617.52,Economy,60%+,High-Rated,0.1596,41.54
B07WKBD37W,"ESnipe Mart Worldwide Travel Adapter with Build in Dual USB Charger Ports with 125V 6A, 250V Protected Electrical Plug for Laptops, Cameras (White)",HomeImprovement,5.1,11.99,57.0,4.0,2581.0,13163.1,Budget,40-60%,High-Rated,0.7843,6.89
B07WMS7TWB,"Pigeon by Stovekraft Amaze Plus Electric Kettle (14289) with Stainless Steel Body, 1.5 litre, used for boiling Water, making tea and coffee, instant noodles, soup etc. 1500 Watt (Silver)",Home&Kitchen,7.79,14.94,48.0,3.9,123365.0,961013.35,Budget,40-60%,Average,0.5006,7.15
B07WNK1FFN,"AGARO Esteem Multi Kettle 1.2 Litre, 600W with 3 Heating Modes & Rapid Boil Technology",Home&Kitchen,15.12,20.39,26.0,4.2,2891.0,43711.92,Economy,25-40%,High-Rated,0.2778,5.27
B07WVQG8WZ,Black+Decker Handheld Portable Garment Steamer 1500 Watts with Anti Calc (Violet),Home&Kitchen,39.59,59.94,34.0,3.8,1393.0,55148.87,Economy,25-40%,Average,0.096,20.35
B07X2L5Z8C,"Logitech Pebble M350 Wireless Mouse with Bluetooth or USB - Silent, Slim Computer Mouse with Quiet Click for Laptop, Notebook, PC and Mac - Graphite",Computers&Accessories,17.88,27.54,35.0,4.6,10652.0,190457.76,Economy,25-40%,Excellent,0.2573,9.66
B07X963JNS,"URBN 10000 mAh Lithium Power Bank UPR10K with 12 Watt Fast Charging, Blue",Electronics,10.8,29.99,64.0,4.0,36384.0,392947.2,Economy,60%+,High-Rated,0.3704,19.19
B07XCM6T4N,STRIFF Adjustable Laptop Tabletop Stand Patented Riser Ventilated Portable Foldable Compatible with MacBook Notebook Tablet Tray Desk Table Book with Free Phone Stand (Black),Computers&Accessories,4.19,17.99,77.0,4.3,24791.0,103874.29,Budget,60%+,High-Rated,1.0263,13.8
B07XJWTYM2,"realme Buds Wireless in Ear Bluetooth Earphones with mic, 11.2mm Bass Boost Driver, Magnetic Fast Pair, Fast Charging and 12 Hrs Playtime (Yellow)",Electronics,20.15,23.99,16.0,4.1,72563.0,1462144.45,Economy,0-25%,High-Rated,0.2035,3.84
B07XJYYH7L,"Wecool Nylon Braided Multifunction Fast Charging Cable For Android Smartphone, Ios And Type C Usb Devices, 3 In 1 Charging Cable, 3A, (3 Feet) (Black)",Computers&Accessories,4.0,11.99,67.0,3.3,9792.0,39168.0,Budget,60%+,Average,0.825,7.99
B07XLCFSSN,"Amazonbasics Nylon Braided Usb-C To Lightning Cable, Fast Charging Mfi Certified Smartphone, Iphone Charger (6-Foot, Dark Grey)",Computers&Accessories,10.79,22.8,53.0,4.4,13552.0,146226.08,Economy,40-60%,High-Rated,0.4078,12.01
B07XLML2YS,TP-Link Tapo 360 degrees 2MP 1080p Full HD Pan/Tilt Home Security Wi-Fi Smart Camera| Alexa Enabled| 2-Way Audio| Night Vision| Motion Detection| Sound and Light Alarm| Indoor CCTV (Tapo C200) White,Electronics,29.99,39.59,24.0,4.2,93112.0,2792428.88,Economy,0-25%,High-Rated,0.1401,9.6
B07Y1RCCW5,"ZIGMA WinoteK WinoteK Sun Instant Water Geyser, Water Heater, Portable Water Heater, Geysers Made of First Class ABS Plastic, automatic Reset Model, AE10-3 W (Yellow)",Home&Kitchen,14.28,30.6,53.0,3.8,1181.0,16864.68,Economy,40-60%,Average,0.2661,16.32
B07Y5FDPKV,KENT 16051 Hand Blender 300 W | 5 Variable Speed Control | Multiple Beaters & Dough Hooks | Turbo Function,Home&Kitchen,20.94,28.8,27.0,4.2,14160.0,296510.4,Economy,25-40%,High-Rated,0.2006,7.86
B07Y9PY6Y1,"Sujata Powermatic Plus, Juicer Mixer Grinder with Chutney Jar, 900 Watts, 3 Jars (White)",Home&Kitchen,78.3,105.84,26.0,4.5,5137.0,402227.1,Mid-Range,25-40%,Excellent,0.0575,27.54
B07YC8JHMB,"Aquasure From Aquaguard Amaze RO+UV+MTDS,7L storage water purifier,suitable for borewell,tanker,municipal water (Grey) from Eureka Forbes",Home&Kitchen,98.39,192.0,49.0,3.9,18497.0,1819919.83,Mid-Range,40-60%,Average,0.0396,93.61
B07YCBSCYB,AmazonBasics Induction Cooktop 1600 Watt (Black),Home&Kitchen,23.99,39.6,39.0,4.2,780.0,18712.2,Economy,25-40%,High-Rated,0.1751,15.61
B07YFWVRCM,"Imou 360 degrees 1080P Full HD Security Camera, Human Detection, Motion Tracking, 2-Way Audio, Night Vision, Dome Camera with WiFi & Ethernet Connection, Alexa Google Assistant, Up to 256GB SD Card Support",Electronics,27.59,90.0,69.0,4.1,5554.0,153234.86,Economy,60%+,High-Rated,0.1486,62.41
B07YL54NVJ,"Brand Conquer 6 in 1 with OTG, SD Card Reader, USB Type C, USB 3.0 and Micro USB, for Memory Card | Portable Card Reader | Compatible with TF, SD, Micro SD, SDHC, SDXC, MMC, RS-MMC, Micro SDXC",Computers&Accessories,6.59,11.99,45.0,4.3,7758.0,51125.22,Budget,40-60%,High-Rated,0.6525,5.4
B07YNHCW6N,Robustrion Smart Trifold Hard Back Flip Stand Case Cover for Apple iPad 10.2 Cover iPad 9th Generation Cover 2021 8th Gen 2020 7th Gen 2019 Generation Case - Black,Computers&Accessories,6.59,29.99,78.0,4.3,5556.0,36614.04,Budget,60%+,High-Rated,0.6525,23.4
B07YNTJ8ZM,"Zebronics ZEB-COUNTY 3W Wireless Bluetooth Portable Speaker With Supporting Carry Handle, USB, SD Card, AUX, FM & Call Function. (Green)",Electronics,6.59,11.99,45.0,3.9,64705.0,426405.95,Budget,40-60%,Average,0.5918,5.4
B07YQ5SN4H,Cello Non-Stick Aluminium Sandwich Gas Toaster(Black),Home&Kitchen,3.59,7.14,50.0,4.0,314.0,1127.26,Budget,40-60%,High-Rated,1.1142,3.55
B07YR26BJ3,KENT 16052 Elegant Electric Glass Kettle 1.8L 2000 W | Blue LED Illumination | Borosilicate Glass Body | Boil Drying Protection | Used as Boiler | Milk | Tea | Water & Soup | 1 Year Warranty,Home&Kitchen,14.39,24.0,40.0,4.0,14030.0,201891.7,Economy,40-60%,High-Rated,0.278,9.61
B07YSJ7FF1,Crompton Brio 1000-Watts Dry Iron with Weilburger Coating (Sky Blue and White),Home&Kitchen,7.74,13.2,41.0,4.0,3271.0,25317.54,Budget,40-60%,High-Rated,0.5168,5.46
B07YTNKVJQ,MI Xiaomi USB Type C HYperCharge Cable 6A 100cm Sturdy and Durable Black Supports 120W HyperCharging,Computers&Accessories,5.99,15.59,62.0,4.3,30411.0,182161.89,Budget,60%+,High-Rated,0.7179,9.6
